0.00,2.00,6.00,1.00,6.00,10.00,10.00,23.00,15.00,34.00,34.00,50.00,66.00,105.00,147.00,177.00,179.00,144.00,108.00,74.00,47.00,36.00,15.00,14.00,5.00,4.00,9.00,4.00,7.00,4.00,4.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,3.00,0.00,1.00,4.00,4.00,8.00,16.00,6.00,20.00,35.00,44.00,62.00,71.00,111.00,137.00,166.00,143.00,155.00,114.00,62.00,33.00,30.00,15.00,16.00,10.00,8.00,6.00,7.00,3.00,2.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,1.00,4.00,5.00,6.00,6.00,11.00,4.00,17.00,15.00,30.00,45.00,59.00,61.00,84.00,151.00,160.00,130.00,131.00,88.00,68.00,58.00,42.00,20.00,19.00,7.00,6.00,6.00,5.00,2.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
3.00,1.00,0.00,3.00,1.00,4.00,4.00,5.00,11.00,6.00,10.00,17.00,21.00,35.00,36.00,74.00,79.00,135.00,152.00,147.00,111.00,102.00,66.00,41.00,31.00,26.00,13.00,11.00,13.00,9.00,5.00,4.00,5.00,2.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
1.00,3.00,0.00,2.00,2.00,1.00,1.00,2.00,3.00,8.00,7.00,6.00,24.00,17.00,28.00,43.00,50.00,83.00,106.00,123.00,134.00,109.00,87.00,62.00,44.00,26.00,21.00,20.00,11.00,8.00,6.00,4.00,2.00,4.00,1.00,3.00,0.00,1.00,0.00,0.00,1.00
0.00,0.00,1.00,1.00,0.00,1.00,4.00,2.00,5.00,8.00,7.00,9.00,5.00,11.00,24.00,40.00,37.00,68.00,77.00,102.00,118.00,145.00,104.00,89.00,54.00,39.00,34.00,11.00,13.00,13.00,13.00,3.00,3.00,2.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00
2.00,3.00,0.00,2.00,2.00,2.00,3.00,0.00,3.00,5.00,5.00,6.00,16.00,15.00,19.00,18.00,31.00,32.00,53.00,60.00,96.00,103.00,123.00,112.00,81.00,73.00,44.00,35.00,32.00,13.00,13.00,4.00,3.00,1.00,2.00,2.00,1.00,0.00,0.00,1.00,0.00
0.00,1.00,1.00,2.00,0.00,1.00,0.00,1.00,2.00,1.00,7.00,5.00,4.00,9.00,13.00,19.00,26.00,42.00,30.00,45.00,56.00,85.00,88.00,116.00,113.00,71.00,57.00,48.00,41.00,22.00,15.00,14.00,7.00,8.00,2.00,1.00,0.00,2.00,0.00,0.00,1.00
2.00,2.00,1.00,0.00,0.00,0.00,2.00,0.00,2.00,2.00,4.00,3.00,2.00,9.00,10.00,10.00,25.00,28.00,32.00,37.00,56.00,58.00,76.00,79.00,93.00,88.00,77.00,67.00,30.00,35.00,21.00,17.00,13.00,8.00,4.00,1.00,1.00,1.00,0.00,0.00,1.00
0.00,0.00,1.00,1.00,3.00,0.00,0.00,1.00,0.00,0.00,1.00,4.00,5.00,5.00,3.00,12.00,7.00,13.00,12.00,27.00,30.00,38.00,57.00,70.00,85.00,94.00,97.00,87.00,81.00,36.00,36.00,23.00,21.00,7.00,1.00,3.00,4.00,1.00,1.00,0.00,0.00
0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,2.00,0.00,3.00,3.00,4.00,2.00,10.00,13.00,15.00,15.00,14.00,18.00,27.00,43.00,51.00,56.00,92.00,101.00,99.00,72.00,67.00,47.00,36.00,26.00,14.00,6.00,7.00,3.00,2.00,0.00,0.00,0.00
0.00,0.00,1.00,1.00,3.00,0.00,1.00,1.00,0.00,2.00,3.00,4.00,3.00,4.00,4.00,12.00,3.00,6.00,8.00,14.00,15.00,25.00,31.00,54.00,47.00,70.00,97.00,81.00,103.00,91.00,50.00,64.00,31.00,26.00,16.00,10.00,4.00,1.00,1.00,0.00,1.00
0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,3.00,0.00,0.00,3.00,4.00,5.00,3.00,4.00,7.00,13.00,11.00,9.00,22.00,23.00,29.00,44.00,49.00,65.00,83.00,89.00,107.00,87.00,75.00,43.00,34.00,28.00,10.00,6.00,5.00,2.00,0.00,0.00
0.00,2.00,0.00,0.00,1.00,3.00,0.00,1.00,0.00,0.00,0.00,4.00,2.00,0.00,2.00,6.00,7.00,5.00,6.00,3.00,11.00,15.00,15.00,32.00,33.00,33.00,56.00,75.00,76.00,100.00,120.00,79.00,75.00,53.00,35.00,25.00,12.00,9.00,3.00,1.00,1.00
0.00,1.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,0.00,1.00,3.00,3.00,7.00,7.00,7.00,1.00,7.00,8.00,10.00,7.00,11.00,12.00,29.00,34.00,44.00,43.00,59.00,77.00,89.00,99.00,79.00,72.00,56.00,22.00,9.00,4.00,5.00,1.00,0.00
2.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,4.00,4.00,2.00,6.00,4.00,2.00,6.00,3.00,12.00,17.00,16.00,25.00,31.00,34.00,46.00,65.00,76.00,114.00,138.00,89.00,69.00,45.00,12.00,9.00,6.00,1.00,2.00
0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00,0.00,2.00,3.00,2.00,2.00,4.00,6.00,6.00,13.00,10.00,16.00,19.00,14.00,29.00,19.00,34.00,45.00,77.00,90.00,97.00,106.00,92.00,49.00,35.00,17.00,13.00,4.00,3.00
0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,2.00,0.00,0.00,2.00,0.00,3.00,2.00,3.00,2.00,4.00,4.00,6.00,6.00,11.00,9.00,17.00,23.00,18.00,36.00,42.00,58.00,81.00,104.00,139.00,104.00,84.00,51.00,33.00,7.00,2.00,3.00
0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,1.00,3.00,3.00,0.00,3.00,1.00,1.00,4.00,7.00,13.00,7.00,15.00,21.00,22.00,38.00,34.00,38.00,69.00,80.00,112.00,118.00,113.00,61.00,41.00,13.00,6.00,4.00
0.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,2.00,2.00,6.00,3.00,5.00,11.00,6.00,10.00,15.00,12.00,11.00,22.00,28.00,47.00,45.00,70.00,96.00,98.00,107.00,99.00,48.00,23.00,9.00,10.00
0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,3.00,1.00,1.00,0.00,2.00,0.00,2.00,5.00,1.00,4.00,1.00,7.00,4.00,8.00,7.00,15.00,13.00,18.00,23.00,24.00,54.00,77.00,68.00,95.00,119.00,110.00,75.00,35.00,17.00,5.00
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,3.00,4.00,3.00,6.00,5.00,3.00,8.00,15.00,19.00,26.00,22.00,37.00,54.00,72.00,76.00,90.00,103.00,68.00,49.00,19.00,8.00
0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,1.00,2.00,1.00,2.00,5.00,6.00,4.00,4.00,4.00,10.00,15.00,24.00,17.00,38.00,61.00,84.00,100.00,100.00,101.00,67.00,47.00,20.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,1.00,1.00,0.00,1.00,0.00,3.00,4.00,1.00,4.00,8.00,3.00,3.00,10.00,13.00,14.00,16.00,13.00,21.00,28.00,32.00,35.00,55.00,82.00,83.00,82.00,76.00,58.00,34.00,22.00
11.00,11.00,12.00,7.00,15.00,4.00,11.00,3.00,9.00,15.00,15.00,13.00,20.00,15.00,19.00,21.00,25.00,21.00,37.00,34.00,48.00,56.00,34.00,62.00,80.00,93.00,98.00,131.00,149.00,166.00,201.00,243.00,276.00,368.00,456.00,555.00,638.00,598.00,500.00,367.00,615.00
